vector_store_file_id,file_id,filename,status,size,size_bytes,created_at,created_timestamp
file-2tnmJYz6h8q7quRb9GWU3R,file-2tnmJYz6h8q7quRb9GWU3R,article_20044062691865.txt,completed,1.79 KB,1837,2025-10-21 00:41:34,1760971294
file-3NtENhCAyzxMyYt5i13Rxi,file-3NtENhCAyzxMyYt5i13Rxi,article_20853190486809.txt,completed,1.76 KB,1804,2025-10-21 00:41:31,1760971291
file-Tw8NKcCo3Ar8z8FhHizqgn,file-Tw8NKcCo3Ar8z8FhHizqgn,article_21872127623961.txt,completed,2.09 KB,2139,2025-10-21 00:41:27,1760971287
file-BDW8VuwzkBuDaEDuA4MvKo,file-BDW8VuwzkBuDaEDuA4MvKo,article_22867059675673.txt,completed,13.48 KB,13801,2025-10-21 00:41:25,1760971285
file-Tx48vg6srhYgEZjPATtPNE,file-Tx48vg6srhYgEZjPATtPNE,article_26469371507865.txt,completed,2.64 KB,2708,2025-10-21 00:41:22,1760971282
file-XdeiKZaKFcobj13Hg6Xpik,file-XdeiKZaKFcobj13Hg6Xpik,article_29030956118553.txt,completed,2.40 KB,2454,2025-10-21 00:41:18,1760971278
file-MrTByDP9R6SygzGEheE27p,file-MrTByDP9R6SygzGEheE27p,article_29071676160921.txt,completed,3.06 KB,3133,2025-10-21 00:41:15,1760971275
file-JoqEcJBYdTdxW3eroWu5E9,file-JoqEcJBYdTdxW3eroWu5E9,article_35682841744025.txt,completed,2.06 KB,2110,2025-10-21 00:41:12,1760971272
file-RVbkmnTN6oMen2TbVqzs7P,file-RVbkmnTN6oMen2TbVqzs7P,article_36302589081753.txt,completed,11.81 KB,12098,2025-10-21 00:41:09,1760971269
file-FVtyuNMyL8Do5QyPNQb1DP,file-FVtyuNMyL8Do5QyPNQb1DP,article_37353344184345.txt,completed,5.62 KB,5753,2025-10-21 00:41:06,1760971266
file-W7zFdYLiA2mcEPCsPfkgDi,file-W7zFdYLiA2mcEPCsPfkgDi,article_44737254005785.txt,completed,12.90 KB,13209,2025-10-21 00:41:03,1760971263
file-T5tvjj6a81aBXZsHxm5ZRc,file-T5tvjj6a81aBXZsHxm5ZRc,article_48670468916505.txt,completed,2.90 KB,2971,2025-10-21 00:41:00,1760971260
file-BAM93TGVgoWxHMUhYqBSGH,file-BAM93TGVgoWxHMUhYqBSGH,article_50566296453785.txt,completed,6.98 KB,7148,2025-10-21 00:40:57,1760971257
file-F1TgbJH1Hr4Lrx9zAs6Dza,file-F1TgbJH1Hr4Lrx9zAs6Dza,article_360024051032.txt,completed,7.12 KB,7295,2025-10-21 00:40:53,1760971253
file-NwcGgu61VjdVbV7S9dZgFt,file-NwcGgu61VjdVbV7S9dZgFt,article_360030252491.txt,completed,1.43 KB,1460,2025-10-21 00:40:50,1760971250
file-4LoAXQr5isbjA3jDH5Mtb7,file-4LoAXQr5isbjA3jDH5Mtb7,article_360035441292.txt,completed,2.67 KB,2739,2025-10-21 00:40:46,1760971246
file-4dEwC9uqSs1S1CVz9AU8rB,file-4dEwC9uqSs1S1CVz9AU8rB,article_360042792371.txt,completed,4.14 KB,4243,2025-10-21 00:40:43,1760971243
file-5WXChVNRWSLtTv6mYGx6Wt,file-5WXChVNRWSLtTv6mYGx6Wt,article_360042595372.txt,completed,1.69 KB,1734,2025-10-21 00:40:40,1760971240
file-HBJDuQAzj1VHssb85VWQBi,file-HBJDuQAzj1VHssb85VWQBi,article_360043466652.txt,completed,4.52 KB,4624,2025-10-21 00:40:37,1760971237
file-ViEgWzMNrq9vfHiWeYnQVa,file-ViEgWzMNrq9vfHiWeYnQVa,article_360044034311.txt,completed,3.73 KB,3820,2025-10-21 00:40:34,1760971234
file-UPmTF4Jj87vSCJFV5C9J3j,file-UPmTF4Jj87vSCJFV5C9J3j,article_360045630551.txt,completed,2.55 KB,2614,2025-10-21 00:40:31,1760971231
file-FSi2WfByuh6KdbWyk8K9ev,file-FSi2WfByuh6KdbWyk8K9ev,article_360048401872.txt,completed,1.83 KB,1874,2025-10-21 00:40:28,1760971228
file-SqYSKi8yUCTMmhKZ6JBzw1,file-SqYSKi8yUCTMmhKZ6JBzw1,article_360049595932.txt,completed,996 B,996,2025-10-21 00:40:24,1760971224
file-FdKApxxvZBSBSwovd68vCn,file-FdKApxxvZBSBSwovd68vCn,article_360052608432.txt,completed,3.91 KB,4000,2025-10-21 00:40:22,1760971222
file-3sn8ohWkt1csBUsoYZxTqE,file-3sn8ohWkt1csBUsoYZxTqE,article_360053877332.txt,completed,8.76 KB,8973,2025-10-21 00:40:19,1760971219
file-X8bUsVQGnBGwCGbDxGgLML,file-X8bUsVQGnBGwCGbDxGgLML,article_360062368151.txt,completed,7.80 KB,7984,2025-10-21 00:40:15,1760971215
file-1gUyHM785Xz3wZXgRZxLn1,file-1gUyHM785Xz3wZXgRZxLn1,article_4405623305497.txt,completed,8.26 KB,8461,2025-10-21 00:40:12,1760971212
file-NhzEk1JZDgC5LSdPbmy6gY,file-NhzEk1JZDgC5LSdPbmy6gY,article_4411304642585.txt,completed,1.88 KB,1923,2025-10-21 00:40:09,1760971209
file-9WDfSJue7QRfNT6J1ii6xX,file-9WDfSJue7QRfNT6J1ii6xX,article_4414380201113.txt,completed,1.46 KB,1497,2025-10-21 00:40:05,1760971205
file-H9rn4NBqTR4gruVjBmbz2y,file-H9rn4NBqTR4gruVjBmbz2y,article_4414827726873.txt,completed,1.68 KB,1720,2025-10-21 00:40:02,1760971202
file-S2yAWFNPiS5f6mDgj5FhDT,file-S2yAWFNPiS5f6mDgj5FhDT,article_4529817529625.txt,completed,20.26 KB,20748,2025-10-21 00:39:58,1760971198
file-DLRbvjwhduztRyVgNTYCY7,file-DLRbvjwhduztRyVgNTYCY7,article_4896883679129.txt,completed,5.67 KB,5810,2025-10-21 00:39:55,1760971195
file-3cPAtFyovWV2WBJsNRQnda,file-3cPAtFyovWV2WBJsNRQnda,article_6264675069593.txt,completed,3.76 KB,3847,2025-10-21 00:39:52,1760971192
file-8EQeuoNQYvYHA3MqpKeqsn,file-8EQeuoNQYvYHA3MqpKeqsn,article_7790416830105.txt,completed,2.01 KB,2058,2025-10-21 00:39:48,1760971188
file-UTZYsQnLyMLgRAmv7Szyud,file-UTZYsQnLyMLgRAmv7Szyud,article_10457427517337.txt,completed,3.34 KB,3423,2025-10-21 00:39:45,1760971185
file-WWmKBTaX9xH1TVkFEW7VSp,file-WWmKBTaX9xH1TVkFEW7VSp,article_11893597096601.txt,completed,2.89 KB,2961,2025-10-21 00:39:42,1760971182
file-KigemHAo4brouVdRnL69x4,file-KigemHAo4brouVdRnL69x4,article_13170871004185.txt,completed,4.69 KB,4807,2025-10-21 00:39:39,1760971179
file-WktKufGqUrHbwxEB8hLaAP,file-WktKufGqUrHbwxEB8hLaAP,article_13283570357529.txt,completed,4.37 KB,4472,2025-10-21 00:39:36,1760971176
file-LC4ANRNokva9cTs51EoTYk,file-LC4ANRNokva9cTs51EoTYk,article_14366664180377.txt,completed,1.71 KB,1756,2025-10-21 00:39:33,1760971173
file-SQ1E9dhjhenQePTVdbJHd1,file-SQ1E9dhjhenQePTVdbJHd1,article_16591235382809.txt,completed,4.32 KB,4426,2025-10-21 00:39:30,1760971170
file-68CzSZsU5mMMRbAkaYX46m,file-68CzSZsU5mMMRbAkaYX46m,article_17645957344153.txt,completed,9.51 KB,9735,2025-10-21 00:39:26,1760971166
file-HNfptqk4YQ2dM9jdU3SFhX,file-HNfptqk4YQ2dM9jdU3SFhX,article_17917634035609.txt,completed,3.86 KB,3950,2025-10-21 00:39:24,1760971164
file-Ju7Muy7r4WfEEKVRPJvior,file-Ju7Muy7r4WfEEKVRPJvior,article_17982220250905.txt,completed,1.85 KB,1891,2025-10-21 00:39:20,1760971160
file-PWyVDhnNWCzmtFRFEYyxPa,file-PWyVDhnNWCzmtFRFEYyxPa,article_18683176207001.txt,completed,6.52 KB,6673,2025-10-21 00:39:17,1760971157
file-3Afh6AnhEpAZzXRGNYTJDY,file-3Afh6AnhEpAZzXRGNYTJDY,article_19789743559321.txt,completed,9.54 KB,9765,2025-10-21 00:39:15,1760971155
file-JUWMpJDj6A2UkoM514poNH,file-JUWMpJDj6A2UkoM514poNH,article_20281351567129.txt,completed,1.64 KB,1684,2025-10-21 00:39:11,1760971151
file-C1yw11j1AVyhqWF5DE1HFp,file-C1yw11j1AVyhqWF5DE1HFp,article_20563059692185.txt,completed,1.58 KB,1619,2025-10-21 00:39:06,1760971146
file-B71NG4GPiZVHcmWpBu4vTF,file-B71NG4GPiZVHcmWpBu4vTF,article_21027004738073.txt,completed,18.14 KB,18578,2025-10-21 00:39:03,1760971143
file-Kfq9aT97go7hxwYvT9dDzZ,file-Kfq9aT97go7hxwYvT9dDzZ,article_25305439451417.txt,completed,5.14 KB,5262,2025-10-21 00:39:00,1760971140
file-FVWw2bc9gx3AScsk3BS2aX,file-FVWw2bc9gx3AScsk3BS2aX,article_26468253028889.txt,completed,3.85 KB,3942,2025-10-21 00:38:56,1760971136
file-BoaQ2Z6MwaZzGnNVQyAwxQ,file-BoaQ2Z6MwaZzGnNVQyAwxQ,article_29733714589337.txt,completed,1.48 KB,1519,2025-10-21 00:38:53,1760971133
file-5WL1ZsMrFQWEchntgMQf3h,file-5WL1ZsMrFQWEchntgMQf3h,article_35412495841561.txt,completed,6.59 KB,6750,2025-10-21 00:38:49,1760971129
file-PsB44rQswpr2mRWUHd3WYf,file-PsB44rQswpr2mRWUHd3WYf,article_35680658769689.txt,completed,2.52 KB,2583,2025-10-21 00:38:46,1760971126
file-VGwiTcTThn7orJLmu4ZWbb,file-VGwiTcTThn7orJLmu4ZWbb,article_37351581798169.txt,completed,6.06 KB,6205,2025-10-21 00:38:43,1760971123
file-TwLJsDUQrM73nkYKdzhc8y,file-TwLJsDUQrM73nkYKdzhc8y,article_37911731060249.txt,completed,2.12 KB,2171,2025-10-21 00:38:40,1760971120
file-WmcnVDYDGpXUuoGR82LWsx,file-WmcnVDYDGpXUuoGR82LWsx,article_45438686481945.txt,completed,1.80 KB,1844,2025-10-21 00:38:37,1760971117
file-TmY9M3v3Acct8tqByhxbbu,file-TmY9M3v3Acct8tqByhxbbu,article_48836484979609.txt,completed,2.76 KB,2827,2025-10-21 00:38:35,1760971115
file-WTrbvCt7nEyhyuvEcEWqf2,file-WTrbvCt7nEyhyuvEcEWqf2,article_49255915300633.txt,completed,6.64 KB,6804,2025-10-21 00:38:31,1760971111
file-JBaMrTLwZapRNyzNaWd2Qv,file-JBaMrTLwZapRNyzNaWd2Qv,article_360025256051.txt,completed,3.84 KB,3928,2025-10-21 00:38:28,1760971108
file-6ScNTC8XqDsYhm1VnFbqZQ,file-6ScNTC8XqDsYhm1VnFbqZQ,article_360032266451.txt,completed,6.79 KB,6948,2025-10-21 00:38:25,1760971105
file-QUA7FhxdC3Nwt5RvG2PFaq,file-QUA7FhxdC3Nwt5RvG2PFaq,article_360032256272.txt,completed,16.52 KB,16921,2025-10-21 00:38:22,1760971102
file-GLBEjrdCCJ114WMoPjSRzL,file-GLBEjrdCCJ114WMoPjSRzL,article_360037842771.txt,completed,2.71 KB,2771,2025-10-21 00:38:19,1760971099
file-UACWwB44zpHJVw29sSG7jV,file-UACWwB44zpHJVw29sSG7jV,article_360038496991.txt,completed,1.10 KB,1128,2025-10-21 00:38:16,1760971096
file-KEr9vp8BBpvZmUPF3Mw2je,file-KEr9vp8BBpvZmUPF3Mw2je,article_360042552652.txt,completed,2.13 KB,2184,2025-10-21 00:38:13,1760971093
file-KZQ8PfhsPiWu98a3aW8osy,file-KZQ8PfhsPiWu98a3aW8osy,article_360042594732.txt,completed,5.21 KB,5330,2025-10-21 00:38:10,1760971090
file-EpRgn53ehbg7FgAoniTuWd,file-EpRgn53ehbg7FgAoniTuWd,article_360043103791.txt,completed,1.54 KB,1582,2025-10-21 00:38:07,1760971087
file-G4Dw72yHHZMnVsWPTYvvjc,file-G4Dw72yHHZMnVsWPTYvvjc,article_360043903751.txt,completed,3.78 KB,3871,2025-10-21 00:38:04,1760971084
file-2BxmSRtcSTJXNL6zV8qtaJ,file-2BxmSRtcSTJXNL6zV8qtaJ,article_360045336452.txt,completed,5.38 KB,5505,2025-10-21 00:38:00,1760971080
file-Hp9tafXbL33qQYcQPZNvGC,file-Hp9tafXbL33qQYcQPZNvGC,article_360049348912.txt,completed,1.57 KB,1605,2025-10-21 00:37:57,1760971077
file-J3LyhPcfQZyBFwzqvNVWip,file-J3LyhPcfQZyBFwzqvNVWip,article_360058576751.txt,completed,4.99 KB,5109,2025-10-21 00:37:54,1760971074
file-9CakikeivCG8fLm6D71eB7,file-9CakikeivCG8fLm6D71eB7,article_360061402431.txt,completed,830 B,830,2025-10-21 00:37:51,1760971071
file-UiL5sbG5r3FURmW3dS4rCj,file-UiL5sbG5r3FURmW3dS4rCj,article_4407929257485.txt,completed,2.69 KB,2753,2025-10-21 00:37:48,1760971068
file-WSaxMHH1FiMwqiPfmjVFui,file-WSaxMHH1FiMwqiPfmjVFui,article_4406511377689.txt,completed,2.47 KB,2534,2025-10-21 00:37:44,1760971064
file-UvzKgE4PbJ3wvPHgKmi8ks,file-UvzKgE4PbJ3wvPHgKmi8ks,article_4409573162265.txt,completed,1.43 KB,1468,2025-10-21 00:37:41,1760971061
file-HGQ7z9FFVDtcZARYR35B7n,file-HGQ7z9FFVDtcZARYR35B7n,article_4410920317593.txt,completed,11.02 KB,11288,2025-10-21 00:37:37,1760971057
file-U2KKzSdbXbsnuUcFPE7ZiU,file-U2KKzSdbXbsnuUcFPE7ZiU,article_4411344301721.txt,completed,1.69 KB,1727,2025-10-21 00:37:34,1760971054
file-6pZxLjp2S51qhMH1YFjZXh,file-6pZxLjp2S51qhMH1YFjZXh,article_7815622529049.txt,completed,2.24 KB,2290,2025-10-21 00:37:31,1760971051
file-WFixVXpL72KmQMsRsbjfWG,file-WFixVXpL72KmQMsRsbjfWG,article_9410843695001.txt,completed,2.46 KB,2516,2025-10-21 00:37:26,1760971046
file-CUBwoZEoFkWpGwt4Vqr9kd,file-CUBwoZEoFkWpGwt4Vqr9kd,article_10209781370265.txt,completed,1.47 KB,1503,2025-10-21 00:37:20,1760971040
file-P3ZWWxz8CgvZAnAnVZxHer,file-P3ZWWxz8CgvZAnAnVZxHer,article_10547172965145.txt,completed,1.45 KB,1487,2025-10-21 00:37:18,1760971038
file-4pDzHBGvzzJNq7ZXJzddJa,file-4pDzHBGvzzJNq7ZXJzddJa,article_13284471523737.txt,completed,2.79 KB,2856,2025-10-21 00:37:14,1760971034
file-6VgdQfyxJXJSyDMGJRgtuK,file-6VgdQfyxJXJSyDMGJRgtuK,article_13526285882649.txt,completed,1.76 KB,1798,2025-10-21 00:37:11,1760971031
file-Q95rzAFHEK6pstTrF6pq6Q,file-Q95rzAFHEK6pstTrF6pq6Q,article_13757641613977.txt,completed,1.18 KB,1212,2025-10-21 00:37:08,1760971028
file-Hes4KzmSyeimrs2nfLamJb,file-Hes4KzmSyeimrs2nfLamJb,article_14373994378009.txt,completed,5.15 KB,5273,2025-10-21 00:37:05,1760971025
file-83DBsMxAw4V8QPhvsFTA9m,file-83DBsMxAw4V8QPhvsFTA9m,article_16693837457689.txt,completed,4.25 KB,4349,2025-10-21 00:37:02,1760971022
file-9GvsTRwyCjpQHyHRa4fF18,file-9GvsTRwyCjpQHyHRa4fF18,article_17973644082073.txt,completed,1.31 KB,1346,2025-10-21 00:36:59,1760971019
file-75RJL846ofsfzMp4puTUZu,file-75RJL846ofsfzMp4puTUZu,article_17989685231641.txt,completed,10.63 KB,10890,2025-10-21 00:36:56,1760971016
file-4AQbxkFqZdMQB3FqAwQHrv,file-4AQbxkFqZdMQB3FqAwQHrv,article_18066026538265.txt,completed,2.15 KB,2204,2025-10-21 00:36:52,1760971012
file-UBTQMk8GWaMuztf8qNKeAj,file-UBTQMk8GWaMuztf8qNKeAj,article_19355369723801.txt,completed,5.66 KB,5796,2025-10-21 00:36:49,1760971009
file-1qqAMsYhpoh4U2EUuqdSP8,file-1qqAMsYhpoh4U2EUuqdSP8,article_20044298897817.txt,completed,1.86 KB,1906,2025-10-21 00:36:46,1760971006
file-4RcASevgkBBd2FmrXkktJR,file-4RcASevgkBBd2FmrXkktJR,article_20252572140057.txt,completed,2.45 KB,2506,2025-10-21 00:36:43,1760971003
file-L3RsSUC63TCm9EFXHw5swE,file-L3RsSUC63TCm9EFXHw5swE,article_21523072766873.txt,completed,9.72 KB,9954,2025-10-21 00:36:40,1760971000
file-62XJbe8HfzBogdfxRktAAq,file-62XJbe8HfzBogdfxRktAAq,article_23724513247257.txt,completed,6.69 KB,6853,2025-10-21 00:36:36,1760970996
file-KxD3rBULXcc5Lwjd3hvG1J,file-KxD3rBULXcc5Lwjd3hvG1J,article_24345885684889.txt,completed,7.38 KB,7553,2025-10-21 00:36:33,1760970993
file-Qw4oHtrmSaEnUSnrDfuZk7,file-Qw4oHtrmSaEnUSnrDfuZk7,article_24433152618777.txt,completed,6.49 KB,6648,2025-10-21 00:36:29,1760970989
file-SnRS6fhrxvKTajtgNvo59Q,file-SnRS6fhrxvKTajtgNvo59Q,article_25314202120089.txt,completed,6.55 KB,6707,2025-10-21 00:36:26,1760970986
file-QT7aRUfP6AG2FctHdU8MxM,file-QT7aRUfP6AG2FctHdU8MxM,article_29041266015769.txt,completed,1.57 KB,1612,2025-10-21 00:36:23,1760970983
file-CjTmGVYxrpVjAgGyoKG25z,file-CjTmGVYxrpVjAgGyoKG25z,article_35821164874265.txt,completed,1.58 KB,1619,2025-10-21 00:36:19,1760970979
file-AamarHFS4e15pi54dQ1pF6,file-AamarHFS4e15pi54dQ1pF6,article_36541934113561.txt,completed,3.96 KB,4055,2025-10-21 00:36:16,1760970976
file-CcezKU6FDP5NahxWPP7A8c,file-CcezKU6FDP5NahxWPP7A8c,article_37270141035417.txt,completed,5.23 KB,5355,2025-10-21 00:36:10,1760970970
file-PC3tpP6ALmFF29rTofJLZL,file-PC3tpP6ALmFF29rTofJLZL,article_37348458163609.txt,completed,12.88 KB,13191,2025-10-21 00:36:08,1760970968
file-2ABQi3kwL4HEDsPDgyE5y3,file-2ABQi3kwL4HEDsPDgyE5y3,article_37913265219097.txt,completed,1.93 KB,1976,2025-10-21 00:36:05,1760970965
file-1ufstQKJnXCskbrYnfQ6nu,file-1ufstQKJnXCskbrYnfQ6nu,article_39418620599193.txt,completed,9.58 KB,9806,2025-10-21 00:36:01,1760970961
file-CLyucfbx8bqvENAV9vXqA8,file-CLyucfbx8bqvENAV9vXqA8,article_44498865446553.txt,completed,3.22 KB,3297,2025-10-21 00:35:58,1760970958
file-MsFQDLxzshaa4VBn2RPNJH,file-MsFQDLxzshaa4VBn2RPNJH,article_49272732873241.txt,completed,8.00 KB,8195,2025-10-21 00:35:55,1760970955
file-JxPmQuPsPHaUHBsdPoomU5,file-JxPmQuPsPHaUHBsdPoomU5,article_50283140221337.txt,completed,5.04 KB,5162,2025-10-21 00:35:52,1760970952
file-2VqYw56Ce15ptcKG4E4Kjk,file-2VqYw56Ce15ptcKG4E4Kjk,article_360018522771.txt,completed,31.43 KB,32188,2025-10-21 00:35:48,1760970948
file-PTQ58Rtnnz8MNfrXkYebEd,file-PTQ58Rtnnz8MNfrXkYebEd,article_360019161031.txt,completed,1.06 KB,1087,2025-10-21 00:35:43,1760970943
file-QChTM53m7VqSxvFt36PR9R,file-QChTM53m7VqSxvFt36PR9R,article_360025041591.txt,completed,2.25 KB,2306,2025-10-21 00:35:37,1760970937
file-PKvhrrTpLqcPmQdDHnRpNV,file-PKvhrrTpLqcPmQdDHnRpNV,article_360025546111.txt,completed,8.31 KB,8510,2025-10-21 00:35:34,1760970934
file-RgnVVwXzoVxhTegE7g7d2n,file-RgnVVwXzoVxhTegE7g7d2n,article_360029685792.txt,completed,2.09 KB,2144,2025-10-21 00:35:30,1760970930
file-MXCzXTeBnKuXMeW4hTvXcR,file-MXCzXTeBnKuXMeW4hTvXcR,article_360035319451.txt,completed,5.41 KB,5544,2025-10-21 00:35:26,1760970926
file-9GuqDL9cfM4DeHzk6vc4eZ,file-9GuqDL9cfM4DeHzk6vc4eZ,article_360039345412.txt,completed,8.42 KB,8618,2025-10-21 00:35:23,1760970923
file-W9x8uunyUTvLCpf1VkHCzZ,file-W9x8uunyUTvLCpf1VkHCzZ,article_360040679852.txt,completed,4.37 KB,4477,2025-10-21 00:35:19,1760970919
file-PYgk7YaeCigSkTUPTVJa8k,file-PYgk7YaeCigSkTUPTVJa8k,article_360042652971.txt,completed,1.15 KB,1181,2025-10-21 00:35:14,1760970914
file-Kfj9VE5Y7kbmsAFkfK5QEg,file-Kfj9VE5Y7kbmsAFkfK5QEg,article_360042232072.txt,completed,4.87 KB,4989,2025-10-21 00:35:10,1760970910
file-AX8EnQyMRstZdNr5FuuKzo,file-AX8EnQyMRstZdNr5FuuKzo,article_360051156491.txt,completed,7.23 KB,7401,2025-10-21 00:35:06,1760970906
file-8VzRkhZzUhy4Svqiuth7EY,file-8VzRkhZzUhy4Svqiuth7EY,article_360052965931.txt,completed,4.08 KB,4175,2025-10-21 00:35:03,1760970903
file-Bk4y5DCaGvBrBgFbhwYTAR,file-Bk4y5DCaGvBrBgFbhwYTAR,article_360052589252.txt,completed,4.76 KB,4870,2025-10-21 00:35:01,1760970901
file-76bg4H7DmBSSpEKE2mq8xv,file-76bg4H7DmBSSpEKE2mq8xv,article_360052777692.txt,completed,9.07 KB,9290,2025-10-21 00:34:57,1760970897
file-9UCK1aRf5Ve83myWGvhLoK,file-9UCK1aRf5Ve83myWGvhLoK,article_360055315171.txt,completed,1.47 KB,1510,2025-10-21 00:34:54,1760970894
file-PrB93chW57TqSj1DRTFZG3,file-PrB93chW57TqSj1DRTFZG3,article_360056813592.txt,completed,7.24 KB,7413,2025-10-21 00:34:50,1760970890
file-BstKyFMjJvhL51wBsVZk2Y,file-BstKyFMjJvhL51wBsVZk2Y,article_360057675252.txt,completed,2.90 KB,2965,2025-10-21 00:34:47,1760970887
file-KGDV9dhqf1mkwimzwLpe1D,file-KGDV9dhqf1mkwimzwLpe1D,article_360059779192.txt,completed,2.34 KB,2400,2025-10-21 00:34:44,1760970884
file-CniGMUbiLndUX951cvQg9o,file-CniGMUbiLndUX951cvQg9o,article_4404600478605.txt,completed,3.99 KB,4089,2025-10-21 00:34:37,1760970877
file-MUp4Ki1PfB29vrYTveq8NW,file-MUp4Ki1PfB29vrYTveq8NW,article_4407529957261.txt,completed,3.06 KB,3131,2025-10-21 00:34:34,1760970874
file-CoofLh29By9wAWA4wP5x6D,file-CoofLh29By9wAWA4wP5x6D,article_4406868330905.txt,completed,1.33 KB,1363,2025-10-21 00:34:30,1760970870
file-5NS4qq1a8wqGEZ82WPz3x5,file-5NS4qq1a8wqGEZ82WPz3x5,article_4407156587289.txt,completed,2.57 KB,2636,2025-10-21 00:34:26,1760970866
file-MbiJpB4RK4fe4AE8MLUAyh,file-MbiJpB4RK4fe4AE8MLUAyh,article_4407166849177.txt,completed,1.75 KB,1791,2025-10-21 00:34:22,1760970862
file-FLgXUHXjYm1rPdo88fNfmF,file-FLgXUHXjYm1rPdo88fNfmF,article_4407763585561.txt,completed,1.25 KB,1283,2025-10-21 00:34:19,1760970859
file-ERceHrasecxYVf7SeQ2yVw,file-ERceHrasecxYVf7SeQ2yVw,article_4412661803033.txt,completed,1.26 KB,1295,2025-10-21 00:34:16,1760970856
file-RjygdMeJJZ1EGXYANtssWv,file-RjygdMeJJZ1EGXYANtssWv,article_4412743877401.txt,completed,3.00 KB,3073,2025-10-21 00:34:13,1760970853
file-5a1JxcxTJdgRbBVouE9SBb,file-5a1JxcxTJdgRbBVouE9SBb,article_4416107349017.txt,completed,5.89 KB,6032,2025-10-21 00:34:10,1760970850
file-L9xqQWvywZP1ND4Ub8HBuc,file-L9xqQWvywZP1ND4Ub8HBuc,article_7458422154393.txt,completed,2.60 KB,2661,2025-10-21 00:34:07,1760970847
file-ByU2hX7b5G1dKz9S6vJd1T,file-ByU2hX7b5G1dKz9S6vJd1T,article_8025832436121.txt,completed,1.25 KB,1280,2025-10-21 00:34:04,1760970844
file-UMUtNMRt6pbLSFy1kZ8DP5,file-UMUtNMRt6pbLSFy1kZ8DP5,article_12268767422233.txt,completed,1.79 KB,1829,2025-10-21 00:34:01,1760970841
file-BCmxcY4fWTUtSH44jjyGkx,file-BCmxcY4fWTUtSH44jjyGkx,article_16515893764249.txt,completed,23.08 KB,23638,2025-10-21 00:33:58,1760970838
file-4eheXvKrQ9kG1Y5gr7BELY,file-4eheXvKrQ9kG1Y5gr7BELY,article_16737350731801.txt,completed,9.99 KB,10229,2025-10-21 00:33:55,1760970835
file-8ZLTmNACXrukHBxjSDUnSc,file-8ZLTmNACXrukHBxjSDUnSc,article_16837530346777.txt,completed,1.55 KB,1587,2025-10-21 00:33:53,1760970833
file-YJUjyTuZi5g839eDg6fWrv,file-YJUjyTuZi5g839eDg6fWrv,article_18069256899609.txt,completed,5.11 KB,5229,2025-10-21 00:33:50,1760970830
file-ERzuRz6VPvyvMdQpXBajzD,file-ERzuRz6VPvyvMdQpXBajzD,article_20043940004889.txt,completed,1.89 KB,1939,2025-10-21 00:33:46,1760970826
file-Qe6EVbVqNVSLoCCmREJpRt,file-Qe6EVbVqNVSLoCCmREJpRt,article_22431087406233.txt,completed,4.13 KB,4227,2025-10-21 00:33:43,1760970823
file-DKQCjCuCrWEHvQHokjchWB,file-DKQCjCuCrWEHvQHokjchWB,article_24359389797273.txt,completed,19.83 KB,20307,2025-10-21 00:33:40,1760970820
file-HM6KmPd9Pmfv96mQZGNSEe,file-HM6KmPd9Pmfv96mQZGNSEe,article_28664545433113.txt,completed,2.17 KB,2217,2025-10-21 00:33:36,1760970816
file-Sa2Ai21etdC7z8yRwSBS1L,file-Sa2Ai21etdC7z8yRwSBS1L,article_28963861216409.txt,completed,1.53 KB,1568,2025-10-21 00:33:32,1760970812
file-DLKBJnx1UKa2NvCcsLqwHR,file-DLKBJnx1UKa2NvCcsLqwHR,article_30978106867225.txt,completed,5.14 KB,5263,2025-10-21 00:33:28,1760970808
file-RBV1RRhUXrSF813huaABkv,file-RBV1RRhUXrSF813huaABkv,article_35836984059417.txt,completed,2.54 KB,2605,2025-10-21 00:33:25,1760970805
file-VEwj88Px6pw9evtThCY52o,file-VEwj88Px6pw9evtThCY52o,article_36753509404313.txt,completed,2.48 KB,2541,2025-10-21 00:33:21,1760970801
file-4kutBjoRyTh1vyX9aPHHJs,file-4kutBjoRyTh1vyX9aPHHJs,article_37346912563737.txt,completed,5.29 KB,5418,2025-10-21 00:33:18,1760970798
file-6ik7CF6CwAp9gPLEhG4YjG,file-6ik7CF6CwAp9gPLEhG4YjG,article_37768222355097.txt,completed,4.23 KB,4334,2025-10-21 00:33:15,1760970795
file-GhDoBdqFErjhexGQSiDyoX,file-GhDoBdqFErjhexGQSiDyoX,article_38693520730009.txt,completed,1.85 KB,1891,2025-10-21 00:33:12,1760970792
file-Lpq7acZgRfrZK68GrCgbgD,file-Lpq7acZgRfrZK68GrCgbgD,article_38742825077017.txt,completed,2.45 KB,2505,2025-10-21 00:33:09,1760970789
file-1USA1h8ysE7VrjxJHxWE4D,file-1USA1h8ysE7VrjxJHxWE4D,article_41062265442329.txt,completed,1.03 KB,1054,2025-10-21 00:33:06,1760970786
file-TX1j1fmYVEkLAN4eF6NTDP,file-TX1j1fmYVEkLAN4eF6NTDP,article_43176682751769.txt,completed,5.69 KB,5830,2025-10-21 00:33:03,1760970783
file-XCzuQtUsZFEpbJiHxRKUQH,file-XCzuQtUsZFEpbJiHxRKUQH,article_44177726382489.txt,completed,13.42 KB,13737,2025-10-21 00:33:00,1760970780
